Time,SPY,AGG,VWO,EFA,BNDX,GLD
25-Aug-2019,286.726257324219,111.371482849121,39.1562919616699,61.6309776306152,57.2178993225098,143.75
01-Sep-2019,292.216644287109,111.17879486084,40.0188980102539,62.9179992675781,57.0270957946777,141.919998168945
08-Sep-2019,295.197143554688,109.300880432129,40.891185760498,64.2927780151367,56.3297538757324,140.149993896484
15-Sep-2019,293.792633056641,110.445243835449,40.2224311828613,63.9222679138184,56.814022064209,142.949996948242
22-Sep-2019,290.955963134766,110.660423278809,39.3951988220215,63.3470077514648,57.0270957946777,141.059997558594
29-Sep-2019,289.921752929688,111.576927185059,39.7092628479004,62.5669898986816,57.1066284179688,141.899993896484
06-Oct-2019,291.822723388672,110.508407592773,40.3177604675293,63.9125213623047,56.5346870422363,140.029998779297
13-Oct-2019,293.4873046875,110.577026367188,40.6318244934082,64.6145324707031,56.4862213134766,140.460006713867
20-Oct-2019,297.062683105469,110.400566101074,41.1519889831543,65.3458023071289,56.4862213134766,141.860000610352
27-Oct-2019,301.534393310547,110.950592041016,41.7114067077637,66.3208160400391,56.5849952697754,142.559997558594
03-Nov-2019,304.292266845703,109.850212097168,42.0549125671387,66.6718292236328,56.0998687744141,137.389999389648
10-Nov-2019,307.099395751953,110.439697265625,41.495491027832,66.6133270263672,56.3230323791504,138.210006713867
17-Nov-2019,306.281890869141,110.891647338867,41.446418762207,66.2818222045898,56.4394607543945,137.740005493164
24-Nov-2019,309.581451416016,110.881813049316,41.2795753479004,66.4768218994141,56.4297561645508,137.860000610352
01-Dec-2019,310.133056640625,110.789253234863,41.8586311340332,66.9740829467773,56.2549629211426,137.619995117188
08-Dec-2019,312.546203613281,111.074806213379,42.8793296813965,67.9198532104492,56.4200477600098,139.050003051758
15-Dec-2019,317.458038330078,110.780632019043,43.8705940246582,68.2117080688477,56.2938079833984,139.520004272461
22-Dec-2019,319.566284179688,111.086380004883,44.3367195129395,68.6652679443359,56.3852767944336,142.330001831055
29-Dec-2019,319.120910644531,111.461181640625,44.446044921875,68.3004455566406,56.5642471313477,145.860000610352
